run_id,source,archive,source_sha256,line_start,line_end,code_revision,machine_label,dataset,seed,prefix,kind,tasks_with_metrics,planned_tasks,status,config_fingerprint,average_accuracy,last_accuracy,old_accuracy,new_accuracy,forgetting,task0_accuracy,total_seconds,selected_config
"979e1b4e5b6e-R001","/Users/luxiaogen/Desktop/loda_logs/9-23/9_22_imgr10_s_protect_followup_3090_rerun.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/979e1b4e5b_9_22_imgr10_s_protect_followup_3090_rerun.log","979e1b4e5b6e5c221656eb983f03e65c914cff8555387031ee81ee71abe1e590","21","906","","3090","ImageNet_R","1996","imgr10_a_baseline_seed1996","T10","10","10","metrics_complete","0d02eb19f43ab613ffbba816b1dd7c0128f255dfb0e6745167db69d639749967","86.452","82.07","81.47","87.34","6.8656","94.55","4509.56","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_s_protect_enabled"":true}"
"979e1b4e5b6e-R002","/Users/luxiaogen/Desktop/loda_logs/9-23/9_22_imgr10_s_protect_followup_3090_rerun.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/979e1b4e5b_9_22_imgr10_s_protect_followup_3090_rerun.log","979e1b4e5b6e5c221656eb983f03e65c914cff8555387031ee81ee71abe1e590","906","1792","","3090","ImageNet_R","1996","imgr10_d_s_protect_off_seed1996","T10","10","10","metrics_complete","9aa23ce91d88777241e1f76ce7d8e2a8ed42391e072a1b5bd9c415e7a89c8223","86.50500000000001","81.87","81.08","88.82","8.34","95.15","4602.09","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_s_protect_enabled"":false}"
"979e1b4e5b6e-R003","/Users/luxiaogen/Desktop/loda_logs/9-23/9_22_imgr10_s_protect_followup_3090_rerun.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/979e1b4e5b_9_22_imgr10_s_protect_followup_3090_rerun.log","979e1b4e5b6e5c221656eb983f03e65c914cff8555387031ee81ee71abe1e590","1792","2677","","3090","ImageNet_R","1997","imgr10_a_baseline_seed1997","T10","10","10","metrics_complete","4ab351e7d5da054d3065f08bdc84e2055c420e13568855bc3c83ba3751784d3c","86.42","82.58","81.78","89.97","6.3711","95.51","4690.05","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_s_protect_enabled"":true}"
"979e1b4e5b6e-R004","/Users/luxiaogen/Desktop/loda_logs/9-23/9_22_imgr10_s_protect_followup_3090_rerun.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/979e1b4e5b_9_22_imgr10_s_protect_followup_3090_rerun.log","979e1b4e5b6e5c221656eb983f03e65c914cff8555387031ee81ee71abe1e590","2677","3552","","3090","ImageNet_R","1997","imgr10_d_s_protect_off_seed1997","T10","10","10","metrics_complete","971c7a6f8d1fe5e9d4683249fafb0696e8715c081bb542305e7f5a9280517239","86.354","82.02","81.06","90.82","7.7556","94.94","4698.79","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_s_protect_enabled"":false}"
"da07499d8851-R001","/Users/luxiaogen/Desktop/loda_logs/9-23/9_23_imgr10_branch_gate_3090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/da07499d88_9_23_imgr10_branch_gate_3090.log","da07499d8851381508f286a302e2f390227ad5b95dea544e49183588c2a1af98","16","823","52c9990","3090","ImageNet_R","1993","imgr10_b_p_conflict_off_smoke_seed1993","smoke","10","10","metrics_complete","2753762ec14fd5e10b4f06a36e3b6b60215087551458fa37f815f83c5c4aaa49","81.66400000000002","77.08","","","5.4878","90.71","727.59","{""init_epoch"":1,""epochs"":1,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":10,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":null,""dual_mask_s_protect_enabled"":true}"
"da07499d8851-R002","/Users/luxiaogen/Desktop/loda_logs/9-23/9_23_imgr10_branch_gate_3090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/da07499d88_9_23_imgr10_branch_gate_3090.log","da07499d8851381508f286a302e2f390227ad5b95dea544e49183588c2a1af98","823","1708","52c9990","3090","ImageNet_R","1993","imgr10_a_baseline_seed1993","T10","10","10","metrics_complete","8d72aabb3cc1a093a2ac6b71e1e210c98df756f62cce1a8767d51faa44328e98","86.983","82.38","82.05","85.49","5.4322","96.37","4656.08","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_s_protect_enabled"":true}"
"da07499d8851-R003","/Users/luxiaogen/Desktop/loda_logs/9-23/9_23_imgr10_branch_gate_3090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/da07499d88_9_23_imgr10_branch_gate_3090.log","da07499d8851381508f286a302e2f390227ad5b95dea544e49183588c2a1af98","1708","2116","52c9990","3090","ImageNet_R","1993","imgr10_b_p_conflict_off_seed1993","T10","4","10","incomplete_or_unparsed","7ff1907a82e24433a3842a8bd21c06db092eaddb3dad30cd334bf595a7bcc04d","","","","","4.0633","96.66","","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":null,""dual_mask_s_protect_enabled"":true}"
"e2ad37902e6e-R001","/Users/luxiaogen/Desktop/loda_logs/9-23/9_23_imgr10_p_applied_mask_diag_3090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/e2ad37902e_9_23_imgr10_p_applied_mask_diag_3090.log","e2ad37902e6e4ba38673d28142b8842a69cd937dcc474233d288b1f8274bfd12","25","423","02381d4","3090","ImageNet_R","1993","imgr10_layer_diag_seed1993","T3_screen","3","3","metrics_complete","43e5eda2ca22cb20035a5991fddf206b702ac83c8896686776834d646627f349","92.88666666666666","89.72","91.29","86.3","1.99","96.66","1328.89","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.1,""dual_mask_conflict_reg_enabled"":true,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_conflict_granularity"":""layer"",""dual_mask_private_conflict_mode"":""global""}"
"e2ad37902e6e-R002","/Users/luxiaogen/Desktop/loda_logs/9-23/9_23_imgr10_p_applied_mask_diag_3090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/e2ad37902e_9_23_imgr10_p_applied_mask_diag_3090.log","e2ad37902e6e4ba38673d28142b8842a69cd937dcc474233d288b1f8274bfd12","423","894","02381d4","3090","ImageNet_R","1993","imgr10_projection_diag_seed1993","T3_screen","3","3","metrics_complete","7c8ad7c054777cb3aaf7e21ab16b71d5bf6767c7d04facee080152948f4c7e1d","92.73","89.47","90.76","86.63","2.525","96.52","1360.43","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.1,""dual_mask_conflict_reg_enabled"":true,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_conflict_granularity"":""projection"",""dual_mask_private_conflict_mode"":""global""}"
"68365ca541c4-R001","/Users/luxiaogen/Desktop/loda_logs/9-23/9_23_imgr10_projection_conflict_ca5_t10_seed1993_3090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/68365ca541_9_23_imgr10_projection_conflict_ca5_t10_seed1993_3090.log","68365ca541c4db0856dd3468c792e558305cdbe5737f40d9b5fa9c8646da5b19","27","912","5dec851","3090","ImageNet_R","1993","imgr10_layer_budget_ca5_seed1993","T10","10","10","metrics_complete","a3c1568f90c875235c088fc1bd5c2c08404856830aea9f24b94d325e59daa2c0","87.103","82.5","82.11","86.18","5.6433","96.66","4561.27","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.1,""dual_mask_conflict_reg_enabled"":true,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_conflict_granularity"":""layer"",""dual_mask_private_conflict_mode"":""global""}"
"68365ca541c4-R002","/Users/luxiaogen/Desktop/loda_logs/9-23/9_23_imgr10_projection_conflict_ca5_t10_seed1993_3090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/68365ca541_9_23_imgr10_projection_conflict_ca5_t10_seed1993_3090.log","68365ca541c4db0856dd3468c792e558305cdbe5737f40d9b5fa9c8646da5b19","912","2164","5dec851","3090","ImageNet_R","1993","imgr10_projection_budget_ca5_seed1993","T10","10","10","metrics_complete","fd1effe7b10561be47628c9ab077745c131e360c6d2863f9bc645b97180206a3","86.925","82.22","81.76","86.53","5.47","96.37","4695.54","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.1,""dual_mask_conflict_reg_enabled"":true,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_conflict_granularity"":""projection"",""dual_mask_private_conflict_mode"":""global""}"
"039c44931b36-R001","/Users/luxiaogen/Desktop/loda_logs/9-23/9_23_imgr10_projection_conflict_t10_seed1993_3090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/039c44931b_9_23_imgr10_projection_conflict_t10_seed1993_3090.log","039c44931b3619da0e681cb42ce4932929d3a8c0f1ce3559add9bcb9b24a2220","25","955","2f9c87d","3090","ImageNet_R","1993","imgr10_layer_budget_seed1993","T10","10","10","metrics_complete","b1824e6ea392a9004df461f7ae9c06ee948679dc6e315727cc94b390c8e31bdb","86.87200000000001","81.97","81.5","86.36","6.6144","96.37","4660.14","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":10,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.1,""dual_mask_conflict_reg_enabled"":true,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_conflict_granularity"":""layer"",""dual_mask_private_conflict_mode"":""global""}"
"039c44931b36-R002","/Users/luxiaogen/Desktop/loda_logs/9-23/9_23_imgr10_projection_conflict_t10_seed1993_3090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/039c44931b_9_23_imgr10_projection_conflict_t10_seed1993_3090.log","039c44931b3619da0e681cb42ce4932929d3a8c0f1ce3559add9bcb9b24a2220","955","2251","2f9c87d","3090","ImageNet_R","1993","imgr10_projection_budget_seed1993","T10","10","10","metrics_complete","e60ba8180407a893c5db41e28b52f29b68ffee5a8688d08ab0614011069ce033","86.89500000000001","82.2","81.68","87.05","6.3489","96.81","4837.51","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":10,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.1,""dual_mask_conflict_reg_enabled"":true,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_conflict_granularity"":""projection"",""dual_mask_private_conflict_mode"":""global""}"
"a1e0578ecc0e-R001","/Users/luxiaogen/Desktop/loda_logs/9-23/9_23_imgr10_projection_conflict_t10_seeds1996_1997_5090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/a1e0578ecc_9_23_imgr10_projection_conflict_t10_seeds1996_1997_5090.log","a1e0578ecc0eb613079cada3f4d5fe075e1a99d4808ec311d65ee7de45bb2eef","28","963","2f9c87d","5090","ImageNet_R","1996","imgr10_layer_budget_seed1996","T10","10","10","metrics_complete","0bae69c04076c0ed3f782df4c0b75160600c3d3cb52953f2d4841cacc4a84660","86.528","81.87","81.19","87.83","7.9967","94.55","6830.27","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":10,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.1,""dual_mask_conflict_reg_enabled"":true,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_conflict_granularity"":""layer"",""dual_mask_private_conflict_mode"":""global""}"
"a1e0578ecc0e-R002","/Users/luxiaogen/Desktop/loda_logs/9-23/9_23_imgr10_projection_conflict_t10_seeds1996_1997_5090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/a1e0578ecc_9_23_imgr10_projection_conflict_t10_seeds1996_1997_5090.log","a1e0578ecc0eb613079cada3f4d5fe075e1a99d4808ec311d65ee7de45bb2eef","963","2274","2f9c87d","5090","ImageNet_R","1996","imgr10_projection_budget_seed1996","T10","10","10","metrics_complete","e8f4cea489b5b22ecafaf26da422ddddc058df280fe4687e5bb27d9b16c9da3a","86.62299999999999","81.6","80.97","87.17","8.3789","94.7","3629.34","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":10,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.1,""dual_mask_conflict_reg_enabled"":true,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_conflict_granularity"":""projection"",""dual_mask_private_conflict_mode"":""global""}"
"a1e0578ecc0e-R003","/Users/luxiaogen/Desktop/loda_logs/9-23/9_23_imgr10_projection_conflict_t10_seeds1996_1997_5090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/a1e0578ecc_9_23_imgr10_projection_conflict_t10_seeds1996_1997_5090.log","a1e0578ecc0eb613079cada3f4d5fe075e1a99d4808ec311d65ee7de45bb2eef","2274","3209","2f9c87d","5090","ImageNet_R","1997","imgr10_layer_budget_seed1997","T10","10","10","metrics_complete","d0fa375f5ee7e925fb2edb4ed5a6918aa8f820d34df9963fd5ba0bc384309b1b","86.333","82.22","81.32","90.48","7.5511","95.51","2907.24","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":10,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.1,""dual_mask_conflict_reg_enabled"":true,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_conflict_granularity"":""layer"",""dual_mask_private_conflict_mode"":""global""}"
"a1e0578ecc0e-R004","/Users/luxiaogen/Desktop/loda_logs/9-23/9_23_imgr10_projection_conflict_t10_seeds1996_1997_5090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/a1e0578ecc_9_23_imgr10_projection_conflict_t10_seeds1996_1997_5090.log","a1e0578ecc0eb613079cada3f4d5fe075e1a99d4808ec311d65ee7de45bb2eef","3209","4514","2f9c87d","5090","ImageNet_R","1997","imgr10_projection_budget_seed1997","T10","10","10","metrics_complete","bee9a7ed8a2272c954364fd2a53c8d903793bc58427a8fbe07ab99183b951026","86.423","81.82","80.86","90.65","7.8589","95.32","7263.23","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":10,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.1,""dual_mask_conflict_reg_enabled"":true,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_conflict_granularity"":""projection"",""dual_mask_private_conflict_mode"":""global""}"
"1bbc89488da5-R001","/Users/luxiaogen/Desktop/loda_logs/9-24/9_23_imgr10_lori_night_3090_rerun.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/1bbc89488d_9_23_imgr10_lori_night_3090_rerun.log","1bbc89488da579f5947d1da0a539724bac717e7fde3765f1d5b01ca4879e0ffa","20","1123","847a3c4","3090","ImageNet_R","1993","imgr10_layer_seed1993_3090","T10","10","10","metrics_complete","a3e6e020be90b3d6e36d719baaae549b8afe6cdfba09310ede8e6ab1b3e7ac36","86.97","82.27","81.89","85.84","5.5522","96.81","4624.05","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.1,""dual_mask_conflict_reg_enabled"":true,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_conflict_granularity"":""layer"",""dual_mask_private_conflict_mode"":""global""}"
"1bbc89488da5-R002","/Users/luxiaogen/Desktop/loda_logs/9-24/9_23_imgr10_lori_night_3090_rerun.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/1bbc89488d_9_23_imgr10_lori_night_3090_rerun.log","1bbc89488da579f5947d1da0a539724bac717e7fde3765f1d5b01ca4879e0ffa","1123","2132","847a3c4","3090","ImageNet_R","1993","imgr10_plastic_norm_matched_seed1993_3090","T10","10","10","metrics_complete","3e54451b4eafb4847648cc67a95613a94bccd9d14086c4d8ba6905de2355971c","86.96100000000001","82.57","82.2","86.01","5.3956","96.23","4785.66","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.1,""dual_mask_conflict_reg_enabled"":true,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_conflict_granularity"":""layer"",""dual_mask_private_conflict_mode"":""plastic_norm_matched""}"
"1bbc89488da5-R003","/Users/luxiaogen/Desktop/loda_logs/9-24/9_23_imgr10_lori_night_3090_rerun.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/1bbc89488d_9_23_imgr10_lori_night_3090_rerun.log","1bbc89488da579f5947d1da0a539724bac717e7fde3765f1d5b01ca4879e0ffa","2132","3506","847a3c4","3090","ImageNet_R","1993","imgr10_model_seed1993_3090","T10","10","10","metrics_complete","9917a6dbbf37e2adcbb3acfe232d7474f3fa06ffef34a4b801e0a77c99d0ca84","87.00300000000001","82.12","81.81","84.97","5.7644","96.66","4740.21","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.1,""dual_mask_conflict_reg_enabled"":true,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_conflict_granularity"":""model"",""dual_mask_private_conflict_mode"":""global""}"
"1b846422e2a2-R001","/Users/luxiaogen/Desktop/loda_logs/9-24/9_23_imgr10_lori_night_5090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/1b846422e2_9_23_imgr10_lori_night_5090.log","1b846422e2a26c7bc7f3971ceeb46a5b25d583afe9d3b9058fc8db4ff2d85ce3","21","1029","847a3c4","5090","ImageNet_R","1993","imgr10_layer_seed1993_5090","T10","10","10","metrics_complete","a3c1568f90c875235c088fc1bd5c2c08404856830aea9f24b94d325e59daa2c0","87.03500000000001","82.25","81.92","85.32","5.7778","96.52","3071.07","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.1,""dual_mask_conflict_reg_enabled"":true,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_conflict_granularity"":""layer"",""dual_mask_private_conflict_mode"":""global""}"
"1b846422e2a2-R002","/Users/luxiaogen/Desktop/loda_logs/9-24/9_23_imgr10_lori_night_5090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/1b846422e2_9_23_imgr10_lori_night_5090.log","1b846422e2a26c7bc7f3971ceeb46a5b25d583afe9d3b9058fc8db4ff2d85ce3","1029","2037","847a3c4","5090","ImageNet_R","1993","imgr10_ratio005_seed1993_5090","T10","10","10","metrics_complete","a78b780947a8f04267e57eac018b2c5adb34ee7e67a8107ef09458f42f70b92b","87.13","82.48","82.09","86.18","5.5967","96.52","2790.89","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.1,""dual_mask_conflict_reg_enabled"":true,""dual_mask_conflict_ratio"":0.05,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_conflict_granularity"":""layer"",""dual_mask_private_conflict_mode"":""global""}"
"1b846422e2a2-R003","/Users/luxiaogen/Desktop/loda_logs/9-24/9_23_imgr10_lori_night_5090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/1b846422e2_9_23_imgr10_lori_night_5090.log","1b846422e2a26c7bc7f3971ceeb46a5b25d583afe9d3b9058fc8db4ff2d85ce3","2037","3035","847a3c4","5090","ImageNet_R","1993","imgr10_ratio020_seed1993_5090","T10","10","10","metrics_complete","75f2dc46dd1a560e63eebec75ee72a465886625759fdb97179557fe7c38d0b73","87.046","82.3","81.9","86.01","5.5111","96.66","2780.02","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.1,""dual_mask_conflict_reg_enabled"":true,""dual_mask_conflict_ratio"":0.2,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_conflict_granularity"":""layer"",""dual_mask_private_conflict_mode"":""global""}"
"9f244ed9401d-R001","/Users/luxiaogen/Desktop/loda_logs/9-24/9_24_imgr10_conflict_score_t10_seed1993_5090.log","docs/experiments/raw/experiments/2026.09.26_近期实验收敛_DM-B-260926-001/9_24_imgr10_conflict_score_t10_seed1993_5090.log","9f244ed9401dcfc0f51bf537f865f1ae06d6f2d25929232da0f3cfd5270920e7","22","1037","683ef21","5090","ImageNet_R","1993","imgr10_t10_conflict_seed1993","T10","10","10","metrics_complete","5d5cecb639bcbf470d15d2b6ea6f39f316d32b8fcd3d88f9d9dab5cb91db0db8","86.912","82.33","81.79","87.39","6.1089","96.37","2929.92","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""disable_fused_sdpa"":true,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":false,""dual_mask_conflict_old_overlap_adaptive"":false,""dual_mask_conflict_granularity"":""layer"",""dual_mask_conflict_budget_multiplier"":1,""dual_mask_conflict_score_mode"":""conflict"",""dual_mask_private_conflict_mode"":""global"",""task0_validation_enabled"":false}"
"9f244ed9401d-R002","/Users/luxiaogen/Desktop/loda_logs/9-24/9_24_imgr10_conflict_score_t10_seed1993_5090.log","docs/experiments/raw/experiments/2026.09.26_近期实验收敛_DM-B-260926-001/9_24_imgr10_conflict_score_t10_seed1993_5090.log","9f244ed9401dcfc0f51bf537f865f1ae06d6f2d25929232da0f3cfd5270920e7","1037","2051","683ef21","5090","ImageNet_R","1993","imgr10_t10_magnitude_seed1993","T10","10","10","metrics_complete","5e3a547045b1c3561e08a5aa535bfdde08af75b340b44b1288c4bbbd7bf0bd95","86.992","82.48","82","87.05","5.7367","96.37","3222.28","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""disable_fused_sdpa"":true,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":false,""dual_mask_conflict_old_overlap_adaptive"":false,""dual_mask_conflict_granularity"":""layer"",""dual_mask_conflict_budget_multiplier"":1,""dual_mask_conflict_score_mode"":""magnitude"",""dual_mask_private_conflict_mode"":""global"",""task0_validation_enabled"":false}"
